"filename", "language", "HTML", "XML", "JavaScript", "CSS", "JSON", "Markdown", "pip requirements", "Python", "comment", "blank", "total"
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli\langs\ru.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli_contextmenu\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli_contextmenu\editor_plugin_src.js", "JavaScript", 0, 0, 211, 0, 0, 0, 0, 0, 8, 31, 250
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli_contextmenu\langs\cs.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli_contextmenu\langs\de.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli_contextmenu\langs\en.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli_contextmenu\langs\fr.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli_contextmenu\langs\pl.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\grappelli_contextmenu\langs\ru.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\iespell\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\iespell\editor_plugin_src.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 12, 7, 54
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\inlinepopups\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\inlinepopups\editor_plugin_src.js", "JavaScript", 0, 0, 511, 0, 0, 0, 0, 0, 50, 139, 700
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\inlinepopups\skins\clearlooks2\window.css", "CSS", 0, 0, 0, 73, 0, 0, 0, 0, 9, 9, 91
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\inlinepopups\template.htm", "HTML", 345, 0, 0, 0, 0, 0, 0, 0, 1, 42, 388
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\insertdatetime\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\insertdatetime\editor_plugin_src.js", "JavaScript", 0, 0, 56, 0, 0, 0, 0, 0, 11, 16, 83
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\layer\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\layer\editor_plugin_src.js", "JavaScript", 0, 0, 188, 0, 0, 0, 0, 0, 24, 50, 262
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\legacyoutput\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\legacyoutput\editor_plugin_src.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 30, 18, 140
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\lists\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\lists\editor_plugin_src.js", "JavaScript", 0, 0, 793, 0, 0, 0, 0, 0, 58, 105, 956
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media\css\media.css", "CSS", 0, 0, 0, 17, 0, 0, 0, 0, 0, 1, 18
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media\editor_plugin_src.js", "JavaScript", 0, 0, 632, 0, 0, 0, 0, 0, 102, 165, 899
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media\js\embed.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 3, 13, 74
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media\js\media.js", "JavaScript", 0, 0, 397, 0, 0, 0, 0, 0, 18, 99, 514
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media\media.htm", "HTML", 807, 0, 0, 0, 0, 0, 0, 0, 1, 12, 820
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media_orig\css\media.css", "CSS", 0, 0, 0, 17, 0, 0, 0, 0, 0, 1, 18
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media_orig\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media_orig\editor_plugin_src.js", "JavaScript", 0, 0, 632, 0, 0, 0, 0, 0, 102, 165, 899
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media_orig\js\embed.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 3, 13, 74
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media_orig\js\media.js", "JavaScript", 0, 0, 397, 0, 0, 0, 0, 0, 18, 99, 514
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media_orig\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\media_orig\media.htm", "HTML", 816, 0, 0, 0, 0, 0, 0, 0, 0, 107, 923
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\nonbreaking\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\nonbreaking\editor_plugin_src.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 13, 9, 54
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\noneditable\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\noneditable\editor_plugin_src.js", "JavaScript", 0, 0, 378, 0, 0, 0, 0, 0, 62, 97, 537
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\pagebreak\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\pagebreak\editor_plugin_src.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 12, 13, 74
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste\editor_plugin_src.js", "JavaScript", 0, 0, 587, 0, 0, 0, 0, 0, 149, 150, 886
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste\js\pastetext.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 1, 9, 37
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste\js\pasteword.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 3, 13, 52
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste\pastetext.htm", "HTML", 27, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste\pasteword.htm", "HTML", 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste_orig\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste_orig\editor_plugin_src.js", "JavaScript", 0, 0, 587, 0, 0, 0, 0, 0, 149, 150, 886
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste_orig\js\pastetext.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 1, 9, 37
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste_orig\js\pasteword.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 3, 13, 52
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste_orig\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste_orig\pastetext.htm", "HTML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\paste_orig\pasteword.htm", "HTML", 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\preview\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\preview\editor_plugin_src.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 11, 7, 53
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\preview\example.html", "HTML", 23, 0, 0, 0, 0, 0, 0, 0, 1, 5, 29
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\preview\jscripts\embed.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 3, 13, 74
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\preview\preview.html", "HTML", 15, 0, 0, 0, 0, 0, 0, 0, 2, 1, 18
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\print\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\print\editor_plugin_src.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 10, 5, 35
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\save\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\save\editor_plugin_src.js", "JavaScript", 0, 0, 62, 0, 0, 0, 0, 0, 16, 23, 101
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace\css\searchreplace.css", "CSS", 0, 0, 0, 4, 0, 0, 0, 0, 1, 2, 7
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace\editor_plugin_src.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 14, 8, 61
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace\js\searchreplace.js", "JavaScript", 0, 0, 104, 0, 0, 0, 0, 0, 7, 32, 143
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace\searchreplace.htm", "HTML", 97, 0, 0, 0, 0, 0, 0, 0, 1, 4, 102
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace_orig\css\searchreplace.css", "CSS", 0, 0, 0, 4, 0, 0, 0, 0, 1, 2, 7
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace_orig\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace_orig\editor_plugin_src.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 14, 8, 61
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace_orig\js\searchreplace.js", "JavaScript", 0, 0, 104, 0, 0, 0, 0, 0, 7, 32, 143
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace_orig\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\searchreplace_orig\searchreplace.htm", "HTML", 96, 0, 0, 0, 0, 0, 0, 0, 0, 5, 101
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\spellchecker\css\content.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\spellchecker\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\spellchecker\editor_plugin_src.js", "JavaScript", 0, 0, 314, 0, 0, 0, 0, 0, 42, 81, 437
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\style\css\props.css", "CSS", 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\style\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\style\editor_plugin_src.js", "JavaScript", 0, 0, 50, 0, 0, 0, 0, 0, 12, 10, 72
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\style\js\props.js", "JavaScript", 0, 0, 548, 0, 0, 0, 0, 0, 15, 147, 710
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\style\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\style\props.htm", "HTML", 802, 0, 0, 0, 0, 0, 0, 0, 0, 44, 846
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\tabfocus\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\tabfocus\editor_plugin_src.js", "JavaScript", 0, 0, 94, 0, 0, 0, 0, 0, 11, 18, 123
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\cell.htm", "HTML", 161, 0, 0, 0, 0, 0, 0, 0, 0, 20, 181
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\css\cell.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 0, 1, 4, 17
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\css\row.css", "CSS", 0, 0, 0, 18, 0, 0, 0, 0, 1, 7, 26
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\css\table.css", "CSS", 0, 0, 0, 9, 0, 0, 0, 0, 1, 4, 14
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\editor_plugin_src.js", "JavaScript", 0, 0, 1065, 0, 0, 0, 0, 0, 120, 272, 1457
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\js\cell.js", "JavaScript", 0, 0, 242, 0, 0, 0, 0, 0, 8, 70, 320
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\js\merge_cells.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 9, 28
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\js\row.js", "JavaScript", 0, 0, 186, 0, 0, 0, 0, 0, 14, 55, 255
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\js\table.js", "JavaScript", 0, 0, 360, 0, 0, 0, 0, 0, 38, 104, 502
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\merge_cells.htm", "HTML", 31, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\row.htm", "HTML", 143, 0, 0, 0, 0, 0, 0, 0, 0, 16, 159
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\table\table.htm", "HTML", 181, 0, 0, 0, 0, 0, 0, 0, 0, 14, 195
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template\blank.htm", "HTML", 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template\css\template.css", "CSS", 0, 0, 0, 19, 0, 0, 0, 0, 0, 5, 24
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template\editor_plugin_src.js", "JavaScript", 0, 0, 112, 0, 0, 0, 0, 0, 16, 31, 159
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template\js\template.js", "JavaScript", 0, 0, 77, 0, 0, 0, 0, 0, 2, 28, 107
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template\template.htm", "HTML", 45, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template_orig\blank.htm", "HTML", 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template_orig\css\template.css", "CSS", 0, 0, 0, 19, 0, 0, 0, 0, 0, 5, 24
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template_orig\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template_orig\editor_plugin_src.js", "JavaScript", 0, 0, 112, 0, 0, 0, 0, 0, 16, 31, 159
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template_orig\js\template.js", "JavaScript", 0, 0, 77, 0, 0, 0, 0, 0, 2, 28, 107
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template_orig\langs\en_dlg.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\template_orig\template.htm", "HTML", 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\visualblocks\css\visualblocks.css", "CSS", 0, 0, 0, 20, 0, 0, 0, 0, 0, 2, 22
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\visualblocks\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\visualblocks\editor_plugin_src.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 11, 10, 63
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\visualchars\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\visualchars\editor_plugin_src.js", "JavaScript", 0, 0, 53, 0, 0, 0, 0, 0, 13, 17, 83
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\wordcount\editor_plugin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\wordcount\editor_plugin_src.js", "JavaScript", 0, 0, 86, 0, 0, 0, 0, 0, 12, 25, 123
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\xhtmlxtras\abbr.htm", "HTML", 128, 0, 0, 0, 0, 0, 0, 0, 1, 14, 143
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\xhtmlxtras\acronym.htm", "HTML", 128, 0, 0, 0, 0, 0, 0, 0, 1, 14, 143
"c:\Users\User\Desktop\django-aiogram-bot\staticfiles\grappelli\tinymce\jscripts\tiny_mce\plugins\xhtmlxtras\attributes.htm", "HTML", 135, 0, 0, 0, 0, 0, 0, 0, 0, 15, 150
